Schedule of Rates Pricing,,,
MD-03-02-02,Installation of Splitter for RF / Wired TV,Per EUP, $	55.35 
MD-03-02-03,Extra-over for Installation of Fibre TV receiver co-located with an ntd,Per EUP, $	36.96 
SD,Single Dwelling Units,,
SD-01,Single Dwelling Unit Infrastructure,,
SD-01-01,Install Conduit,,
SD-01-01-01,"Extra over rate for the supply and install of new lead-in pipe, minimum charge 6 metres route length, by any means",Per linear metre, $	65.24 
SD-01-01-03,Supply and install of Y connectors,Per Y connector, $	158.30 
SD-01-01-04,Supply and install new lead-in starter pipe,Per Starter Pipe, $	57.50 
SD-01-02,Repair Conduit,,
SD-01-02-01,Extra over rate to repair lead-in conduit,Per repaired lead-in conduit, $	116.61 
SD-02,Service Drops,,
SD-02-01,Fibre Drops,,
SD-02-01-01,Installation of a single service drop sheath on a single span to a single dwelling unit,Per aerial service drop, $	271.22 
SD-02-01-02,Extra over rate for additional spans for an aerial service drop to a single dwelling unit,Each additional Span, $	203.26 
SD-02-01-03,Installation of service drop sheath underground to a single dwelling unit,Per service drop, $	340.30 
SD-02-01-04,Installation of direct service drop sheath underground to a single dwelling unit,Per direct service drop, $	318.51 
SD-02-02,Copper Drops,,
SD-02-02-01,Replace existing copper aerial lead-in with new copper aerial lead-in to a single dwelling unit,Per existing copper aerial lead- in replaced. Per Span, $	282.52 
SD-02-02-02,Installation of aerial copper service drop to a single dwelling unit,Per aerial copper service drop, $	282.52 
SD-02-02-03,Installation of non-aerial copper service drop to a single dwelling unit,Per non-aerial copper service drop, $	442.39 
CC,CUSTOMER CONNECTIONS,,
CC-01,Customer Premise Equipment,,
CC-01-01,Install Equipment,,
CC-01-01-01,"Installation, commissioning and integration of a Enterprise Ethernet B-NTD in a wall mounted environment",Per B-NTD, $	276.26 
CC-01-01-02,"Installation, commissioning and integration of a Enterprise Ethernet B-NTD in a rack mounted environment",Per B-NTD, $	305.92 
CC-01-01-03,"Installation, commissioning and activation of a GPON B-NTD in a wall mounted environment",Per B-NTD, $	210.81 
CC-01-01-04,"Installation, commissioning and activation of a GPON B-NTD in a rack mounted environment",Per B-NTD, $	210.81 
CC-01-01-05,Installation of battery back-up unit in conjunction with BNTD installation,Per Battery Backup Device, $	75.95 
CC-01-01-06,Installation of a Fibre TV Receiver (TVR) co-located with an NTD,Per device, $	80.64 
CC-02-01,Replace Equipment,,
CC-02-01-01,Replace existing lead in termination enclosure,Per enclosure, $	110.88 
CC-03-01,Remove Equipment,,
CC-03-01-01,Remove existing aerial lead in equipment from lead-in termination enclosure to NTD,Per NTD, $	110.88 
CC-03-01-02,Remove existing non-aerial lead in equipment from lead-in termination enclosure to NTD,Per NTD, $	138.60 
AA,Activations and Assurance,,
AA-01,Activations,,
AA-01-01,FTTP,,
AA-01-01-01,Installation of NTD including fibre tail from PCD to NTD,Per NTD Installed, $	258.72 
AA-01-01-03,"Installation of optional Battery Backup - whilst on site performing SC1, SC2, or SC3 Installation",Per Battery Backup Installed, $	75.60 
AA-01-01-04,Installation of Battery Backup as a separate Work Order,Per Battery Backup Installed, $	80.46 
AA-01-02,FTTN,,
AA-01-02-01,Service jumpering at Pillar and Node,Per Service, $	41.62 
AA-01-02-02,Installation of Central Splitters,Per Central Splitter, $	93.87 
AA-01-02-03,Resolve Distribution & Lead-in Shortfalls and test at customer premises,Per Work Order, $	221.76 
AA-01-02-04,Joint pair connection at Compact Sealed DSLAM (CSD),Per Pair Connection, $	32.85 
AA-01-02-05,Attend EUP and Test,Per Work Order, $	110.88 
AA-01-02-06,Installation of internal wiring from wall box to wall plate,Per Installed Wall Plate, $	116.11 
AA-01-03,FTTB,,
AA-01-03-01,Service jumpering at the MDF,Per Service, $	49.94 
AA-01-03-02,Installation of Central Splitter,Per Central Splitter, $	93.87 
AA-01-03-03,Resolve shortfall from the MDF to EUP,Per Work Order, $	221.76 
AA-01-04,HFC,,
AA-01-04-04,Installation of HFC Modem as part of another Work Order Conduct relevant testing as required by the Activity Scope,Per HFC Modem, $	79.05 
AA-01-04-06,Resolve Distribution & Lead-in Shortfalls and test,Per Work Order, $	221.76 
AA-01-05,FTTC,,
AA-01-05-01,Resolve Distribution & Lead-in Shortfalls and test,Per Work Order, $	221.76 
AA-01-05-02,Attend EUP and Test,Per Work Order, $	110.88 
AA-01-05-03,Installation of NCD and verification testing,Per Installed NCD, $	70.96 
AA-01-05-04,Wiring isolation at the first TO,Per Work Order, $	44.36 
AA-02,Service Assurance,,
AA-02-01,FTTP,,
AA-02-01-01,FTTP Service Assurance,Per Work Order, $	239.01 
AA-02-02,FTTN,,
AA-02-02-01,FTTN Service Assurance,Per Work Order, $	239.01 
AA-02-03,FTTB,,
AA-02-03-01,FTTB Service Assurance,Per Work Order, $	274.49 
AA-02-04,HFC,,
AA-02-04-01,HFC Service Assurance,Per Work Order, $	346.50 
AA-02-05,FTTC,,
AA-02-05-01,FTTC Service Assurance,Per Work Order, $	256.75 
AA-05,Miscellaneous,,
AA-05-01-01,Extra over After hours,Per Work Order, $	166.32 
AA-05-01-02,Pre-Scoping of lead-in prior to the Appointment Day,Per Work Order, $	83.94 
CF,Contractor Fees,,
CF-01,Project Management Fees,,
CF-01-02,Minor Works,,
CF-01-02-01,"Project management fees for design management for Work Orders less than or equal to $2,000",Per Work Order, $	125.00 
CF-01-02-02,"Project management fees for Construction management for Work Orders less than or equal to $2,000",Per Work Order, $	250.00 
CF-01-02-03,"Project management fees for design management for Work Orders greater than $2,000 and less than or equal to
$5,000",Per Work Order, $	312.50 
CF-01-02-04,"Project management fees for Construction management for Work Orders greater than $2,000 and less than or equal to $5,000",Per Work Order, $	625.00 
CF-01-02-05,"Project management fees for design management for Work Orders greater than $5,000 and less than or equal to
$10,000",Per Work Order, $	593.75 
CF-01-02-06,"Project management fees for Construction management for Work Orders greater than $5,000 less than or equal to
$10,000",Per Work Order," $	1,187.50 "
CF-01-02-07,"Project management fees for design management for Work Orders greater than $10,000 and less than or equal to
$50,000",Per Work Order," $	2,125.00 "
CF-01-02-08,"Project management fees for Construction management for Work Orders greater than $10,000 and less than or equal to $50,000",Per Work Order," $	4,250.00 "
CF-01-02-09,"Project management fees for design management for Work Orders greater than $50,000 and less than or equal to
$100,000",Per Work Order," $	4,000.00 "
CF-01-02-10,"Project management fees for Construction management for Work Orders greater than $50,000 and less than or equal to $100,000",Per Work Order," $	8,000.00 "
CF-01-02-11,"Project management fees for design management for Work Orders greater than $100,000",Per Quote,Quote
CF-01-02-12,"Project management fees for Construction management for Work Orders greater than $100,000",Per Quote,Quote
CF-02,Mobilisation,,
CF-02-02,Minor Works,,
CF-02-02-01,Mobilisation Fee for Planning and Design Works for a Work Order located in Zone 2,Per Work Order," $	1,492.46 "
CF-02-02-02,Mobilisation Fee for Planning and Design Works for a Work Order located in Zone 3,Per Work Order," $	2,170.82 "
CF-02-02-03,Mobilisation Fee for Planning and Design Works for a Work Order located in Zone 4,Quote,Quote
CF-02-02-04,Mobilisation Fee for Construction Works for a Work Order located in Zone 2,Per Work Order," $	2,857.14 "
CF-02-02-05,Mobilisation Fee for Construction Works for a Work Order located in Zone 3,Per Work Order," $	4,118.19 "
CF-02-02-06,Mobilisation Fee for Construction Works for a Work Order located in Zone 4,Quote,Quote
CF-03,LAFHA,,
CF-03-02,Minor Works,,
CF-03-02-01,LAFHA for Planning and Design or Construction Works for a Work Order located in Zone 2,per day / per person, $	215.00 
CF-03-02-02,LAFHA for Planning and Design or Construction Works for a Work Order located in Zone 3,per day / per person, $	215.00 
CF-03-02-03,LAFHA for Planning and Design or Construction Works for a Work Order located in Zone 4,Quote,Quote
PS,PROVISIONAL SUMS,,
PS-01,Provisional Sums,,
PS-01-01,Provisional Sums,,
PS-01-01-01,Telecommunications service provider fees,Amount of the fee,Quote
PS-01-01-02,Pole make ready works,Cost of pole make ready works,Quote
PS-01-01-03,Supply and install standard GPO as per design,Cost of GPO installation,Quote
PS-01-01-04,Certification and professional services fees associated with activities not otherwise specified in Activity Scope,Amount of the fee,Quote
PS-01-01-05,Registered Surveyor Works,Amount of the fee,Quote
PS-01-01-06,Contaminated Waste Material Removal,Amount of the fee,Quote
PS-01-01-07,Traffic Control - All costs associated with the hire of professional traffic control units,Amount of the fee,Quote
PS-01-01-08,Local Authority Charges,Amount of the fee,Quote
PS-01-01-09,Council breakout and reinstatement,Amount of the fee,Quote
PS-01-01-10,Construction works in building not contained within the Activity Scope,Cost of the works and fees,Quote
PS-01-01-11,Aerial pole replacement,Amount of the fee,Quote
PS-01-01-12,Third party aerial design management fees,Amount of the fee,Quote
PS-01-01-13,Supply and install electricity connection as per design,Amount of the fee,Quote
TB,Time Based Rates,,
TB-01,Hourly Rates,,
TB-01-01,Labour,,
TB-01-01-01,Electrician (inclusive equipment),Per hour, $	182.66 
TB-01-01-02,Electrician (inclusive equipment) – outside working hours,Per hour, $	321.30 
TB-01-01-03,Fibre Technician (inclusive equipment),Per hour, $	140.96 
TB-01-01-04,Fibre Technician (inclusive equipment) – outside working hours,Per hour, $	206.02 
TB-01-01-05,Labourer,Per hour, $	71.50 
TB-01-01-06,Labourer - outside working hours,Per hour, $	130.12 
TB-01-01-07,Plant Operator,Per hour, $	88.00 
TB-01-01-08,Plant Operator – outside working hours,Per hour, $	150.57 
TB-01-02,Miscellaneous,,
TB-01-02-01,Third party damage report,Per hour, $	125.55 
TB-02,Day Rates,,
TB-02-02,Equipment,,
TB-02-02-01,Provision of float charges for the movement of large plant and equipment between work sites,Per km, $	8.91 
TB-02-02-02,Single-axle tipper truck 5 tonne load,Per Day, $	387.20 
TB-02-02-03,EWP truck mounted up to 12m,Per Day," $	1,848.00 "
TB-02-02-04,Fully equipped vehicle for electrical technician,Per Day, $	334.40 
TB-02-02-05,Fully equipped vehicle for fibre technician,Per Day, $	334.40 
TB-02-02-06,Bobcat with 4-in-1 bucket,Per Day, $	343.20 
TB-02-02-07,"Backhoe, JCB3CX or equivalent",Per Day, $	352.00 
TB-02-02-08,Excavators up to 10 tonnes,Per Day, $	352.00 
TB-02-02-09,Excavators 10 to 15 tonnes,Per Day, $	572.00 
TB-02-02-10,Excavators up to 10 tonnes fitted with rock breaker,Per Day, $	624.80 
TB-02-02-11,Double-axle tipper truck 9 tonne load,Per Day," $	1,381.60 "
TB-02-02-12,Dozer (306 - 400 kw),Per Day," $	4,337.17 "
TB-02-02-13,Scissor Lift,Per Day, $	461.73 
TB-02-02-14,Vac Truck,Per Day," $	1,196.00 "
